label,text,category
1,"ALERT: A transaction of N43,000 was attempted on your Kuda app. If not you, click http://access-secure-portal.com to block account.",banking_phishing
0,"Access Bank: Credit N39,000.00. Desc: NIP/TRANSFER FROM ADAMU. Bal: N417,000.00.",bank_alert
1,"Credit Alert: N761,000.00 credited to your account from CHUKWUEMEKA. Ref: TRX46160937. Call 07034471324 if you did not expect this payment.",fake_alert
1,"Get instant loan of N21,000 directly to your OPay account in 2 minutes! No document needed. Download: bit.ly/ng-loan-31",loan_scam
0,"Kuda: Your One Time Password (OTP) is 167518 for transfer of N5,000.00 to BLESSING. Valid for 5 minutes. DO NOT SHARE.",otp
0,"FirstBank: Acct 012***2455 Debited: N2,000.00 Desc: POS PURCHASE - Lekki. Bal: N34,000.00.",bank_alert
0,"Fidelity: Your One Time Password (OTP) is 262360 for transfer of N4,000.00 to ADAMU. Valid for 5 minutes. DO NOT SHARE.",otp
1,"ALERT: A transaction of N38,000 was attempted on your FirstBank app. If not you, click http://gtb-secure-portal.com to block account.",banking_phishing
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08030725668 to clear your profile.",banking_phishing
1,"CONGRATULATIONS! Your mobile number won N109,000 in the Airtel Promo. Pay N3,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,DEBT WARNING: EMMANUEL with phone 07035673137 is a chronic defaulter on PalmCredit. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,I have arrived at Ibadan. Will call you once the meeting is done.,personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"International Oil Company hiring Field Support Staff in Ibadan. Earn N350,000 monthly. Send application details via WhatsApp: 08029214574",fake_job
1,"ALERT: A transaction of N25,000 was attempted on your Access Bank app. If not you, click http://firstbank-secure-portal.com to block account.",banking_phishing
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,"Kuda: Your One Time Password (OTP) is 851759 for transfer of N2,000.00 to SUNDAY. Valid for 5 minutes. DO NOT SHARE.",otp
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"JOB OFFER: Urgently recruiting Admin Officers at Lekki, Lagos. Salary: N180,000/month. Text YES to 08034794905 for interview invitation.",fake_job
0,I have arrived at Kano. Will call you once the meeting is done.,personal
0,"FirstBank: Credit N24,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N678,000.00.",bank_alert
1,"Get instant loan of N20,000 directly to your OPay account in 2 minutes! No document needed. Download: bit.ly/ng-loan-22",loan_scam
1,"CONGRATULATIONS! Your mobile number won N917,000 in the 9mobile Promo. Pay N1,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,"Bro, abeg transfer N5,000 give me. I dey Surulere like this, money no dey my hand for transport.",personal
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"CONGRATULATIONS! Your mobile number won N641,000 in the 9mobile Promo. Pay N2,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,I have arrived at Surulere. Will call you once the meeting is done.,personal
1,URGENT: Your UBA account has been restricted due to unverified KYC records. Call 08133461189 immediately to update your details.,banking_phishing
1,"Invest N8,000 and get N13,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"Credit Alert: N368,000.00 credited to your account from CHUKWUEMEKA. Ref: TRX40750055. Call 08124727122 if you did not expect this payment.",fake_alert
1,"International Oil Company hiring Field Support Staff in Surulere. Earn N350,000 monthly. Send application details via WhatsApp: 08028196001",fake_job
1,DEBT WARNING: CHIOMA with phone 09037353842 is a chronic defaulter on EasyCredit. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"JOB OFFER: Urgently recruiting Admin Officers at Abuja, Lagos. Salary: N180,000/month. Text YES to 09039056380 for interview invitation.",fake_job
0,I have arrived at Port Harcourt. Will call you once the meeting is done.,personal
1,"CONGRATULATIONS! Your mobile number won N656,000 in the Airtel Promo. Pay N7,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,I have arrived at Surulere. Will call you once the meeting is done.,personal
1,URGENT: Your FirstBank account has been restricted due to unverified KYC records. Call 08161879789 immediately to update your details.,banking_phishing
1,"CONGRATULATIONS! Your mobile number won N821,000 in the MTN Promo. Pay N4,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,"UBA: Acct 012***9107 Debited: N3,000.00 Desc: POS PURCHASE - Ikeja. Bal: N48,000.00.",bank_alert
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"JOB OFFER: Urgently recruiting Admin Officers at Enugu, Lagos. Salary: N180,000/month. Text YES to 08134228562 for interview invitation.",fake_job
0,"Bro, abeg transfer N5,000 give me. I dey Lekki like this, money no dey my hand for transport.",personal
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09017552932 now.",ponzi
0,"UBA: Your One Time Password (OTP) is 951496 for transfer of N5,000.00 to CHIOMA. Valid for 5 minutes. DO NOT SHARE.",otp
1,URGENT: Your UBA account has been restricted due to unverified BVN. Call 09038962132 immediately to update your details.,banking_phishing
1,"International Oil Company hiring Field Support Staff in Ikeja. Earn N350,000 monthly. Send application details via WhatsApp: 07030892270",fake_job
0,"Bro, abeg transfer N9,000 give me. I dey Enugu like this, money no dey my hand for transport.",personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,DEBT WARNING: ADAMU with phone 09030713766 is a chronic defaulter on FastCash. Pay your debt today to avoid publishing your BVN online.,loan_harassment
1,"International Oil Company hiring Field Support Staff in Port Harcourt. Earn N350,000 monthly. Send application details via WhatsApp: 08136714674",fake_job
1,"JOB OFFER: Urgently recruiting Admin Officers at Ibadan, Lagos. Salary: N180,000/month. Text YES to 09037194712 for interview invitation.",fake_job
1,URGENT: Your OPay account has been restricted due to unverified NIN. Call 08136675859 immediately to update your details.,banking_phishing
1,"JOB OFFER: Urgently recruiting Admin Officers at Kano, Lagos. Salary: N180,000/month. Text YES to 07032275854 for interview invitation.",fake_job
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Zenith Bank: Credit N25,000.00. Desc: NIP/TRANSFER FROM ADAMU. Bal: N689,000.00.",bank_alert
0,"Kuda: Credit N29,000.00. Desc: NIP/TRANSFER FROM IBRAHIM. Bal: N335,000.00.",bank_alert
1,"Invest N4,000 and get N48,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,Airtel: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Invest N9,000 and get N32,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08032146296 now.",ponzi
0,"UBA: Your One Time Password (OTP) is 606500 for transfer of N7,000.00 to KELECHI. Valid for 5 minutes. DO NOT SHARE.",otp
0,"FirstBank: Acct 012***1079 Debited: N1,000.00 Desc: POS PURCHASE - Port Harcourt. Bal: N26,000.00.",bank_alert
1,"ALERT: A transaction of N27,000 was attempted on your UBA app. If not you, click http://gtb-secure-portal.com to block account.",banking_phishing
1,"Credit Alert: N216,000.00 credited to your account from OLUMIDE. Ref: TRX51892016. Call 07031521386 if you did not expect this payment.",fake_alert
0,"Airtel: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Bro, abeg transfer N3,000 give me. I dey Yaba like this, money no dey my hand for transport.",personal
0,"Bro, abeg transfer N3,000 give me. I dey Ibadan like this, money no dey my hand for transport.",personal
0,"Fidelity: Credit N17,000.00. Desc: NIP/TRANSFER FROM CHUKWUEMEKA. Bal: N567,000.00.",bank_alert
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"CONGRATULATIONS! Your mobile number won N346,000 in the Airtel Promo. Pay N1,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"ALERT: A transaction of N27,000 was attempted on your GTBank app. If not you, click http://firstbank-secure-portal.com to block account.",banking_phishing
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08131793134 now.",ponzi
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08125282516 now.",ponzi
0,"Bro, abeg transfer N4,000 give me. I dey Port Harcourt like this, money no dey my hand for transport.",personal
1,"CONGRATULATIONS! Your mobile number won N177,000 in the MTN Promo. Pay N7,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"CONGRATULATIONS! Your mobile number won N857,000 in the Glo Promo. Pay N5,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"JOB OFFER: Urgently recruiting Admin Officers at Port Harcourt, Lagos. Salary: N180,000/month. Text YES to 08124089921 for interview invitation.",fake_job
1,"Get instant loan of N18,000 directly to your UBA account in 2 minutes! No document needed. Download: bit.ly/ng-loan-82",loan_scam
1,"Invest N8,000 and get N12,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Get instant loan of N31,000 directly to your Kuda account in 2 minutes! No document needed. Download: bit.ly/ng-loan-62",loan_scam
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 09010182999 to clear your profile.",banking_phishing
1,DEBT WARNING: KELECHI with phone 08022696250 is a chronic defaulter on FastCash. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,"Bro, abeg transfer N8,000 give me. I dey Port Harcourt like this, money no dey my hand for transport.",personal
0,"UBA: Acct 012***3550 Debited: N9,000.00 Desc: POS PURCHASE - Enugu. Bal: N22,000.00.",bank_alert
0,"Zenith Bank: Credit N47,000.00. Desc: NIP/TRANSFER FROM EMMANUEL. Bal: N488,000.00.",bank_alert
1,"CONGRATULATIONS! Your mobile number won N367,000 in the MTN Promo. Pay N3,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09010743820 now.",ponzi
1,"CONGRATULATIONS! Your mobile number won N912,000 in the Airtel Promo. Pay N4,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"JOB OFFER: Urgently recruiting Admin Officers at Ikeja, Lagos. Salary: N180,000/month. Text YES to 08027036423 for interview invitation.",fake_job
0,I have arrived at Ikeja. Will call you once the meeting is done.,personal
1,"International Oil Company hiring Field Support Staff in Lekki. Earn N350,000 monthly. Send application details via WhatsApp: 08166210969",fake_job
0,"Access Bank: Acct 012***7701 Debited: N1,000.00 Desc: POS PURCHASE - Port Harcourt. Bal: N40,000.00.",bank_alert
0,I have arrived at Kano. Will call you once the meeting is done.,personal
0,I have arrived at Lekki. Will call you once the meeting is done.,personal
1,"International Oil Company hiring Field Support Staff in Kano. Earn N350,000 monthly. Send application details via WhatsApp: 08020860441",fake_job
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 09011161065 to clear your profile.",banking_phishing
0,Airtel: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"CONGRATULATIONS! Your mobile number won N160,000 in the Airtel Promo. Pay N5,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,Airtel: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,"Kuda: Your One Time Password (OTP) is 208472 for transfer of N3,000.00 to CHIOMA. Valid for 5 minutes. DO NOT SHARE.",otp
0,"Zenith Bank: Your One Time Password (OTP) is 448670 for transfer of N4,000.00 to SUNDAY. Valid for 5 minutes. DO NOT SHARE.",otp
0,"Bro, abeg transfer N2,000 give me. I dey Port Harcourt like this, money no dey my hand for transport.",personal
1,"Credit Alert: N102,000.00 credited to your account from SUNDAY. Ref: TRX67669835. Call 08037280793 if you did not expect this payment.",fake_alert
0,"Access Bank: Your One Time Password (OTP) is 367615 for transfer of N5,000.00 to CHUKWUEMEKA. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"ALERT: A transaction of N28,000 was attempted on your Zenith Bank app. If not you, click http://zenith-secure-portal.com to block account.",banking_phishing
1,"Get instant loan of N36,000 directly to your OPay account in 2 minutes! No document needed. Download: bit.ly/ng-loan-73",loan_scam
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Invest N3,000 and get N47,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"Credit Alert: N603,000.00 credited to your account from CHUKWUEMEKA. Ref: TRX25591074. Call 08033008103 if you did not expect this payment.",fake_alert
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 09030567303 to clear your profile.",banking_phishing
1,"ALERT: A transaction of N27,000 was attempted on your OPay app. If not you, click http://firstbank-secure-portal.com to block account.",banking_phishing
0,Airtel: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,URGENT: Your UBA account has been restricted due to unverified BVN. Call 08163246155 immediately to update your details.,banking_phishing
1,"JOB OFFER: Urgently recruiting Admin Officers at Abuja, Lagos. Salary: N180,000/month. Text YES to 07031218052 for interview invitation.",fake_job
1,"JOB OFFER: Urgently recruiting Admin Officers at Yaba, Lagos. Salary: N180,000/month. Text YES to 08024887106 for interview invitation.",fake_job
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09016426439 now.",ponzi
1,"Invest N5,000 and get N45,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,I have arrived at Port Harcourt. Will call you once the meeting is done.,personal
0,"GTBank: Credit N47,000.00. Desc: NIP/TRANSFER FROM KELECHI. Bal: N147,000.00.",bank_alert
1,"Credit Alert: N788,000.00 credited to your account from CHIOMA. Ref: TRX64411846. Call 08121380115 if you did not expect this payment.",fake_alert
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"JOB OFFER: Urgently recruiting Admin Officers at Ikeja, Lagos. Salary: N180,000/month. Text YES to 07031550757 for interview invitation.",fake_job
0,I have arrived at Abuja. Will call you once the meeting is done.,personal
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08037945393 now.",ponzi
1,"JOB OFFER: Urgently recruiting Admin Officers at Yaba, Lagos. Salary: N180,000/month. Text YES to 08038788477 for interview invitation.",fake_job
0,"UBA: Acct 012***6787 Debited: N1,000.00 Desc: POS PURCHASE - Ibadan. Bal: N32,000.00.",bank_alert
1,"International Oil Company hiring Field Support Staff in Kano. Earn N350,000 monthly. Send application details via WhatsApp: 09033257039",fake_job
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"CONGRATULATIONS! Your mobile number won N432,000 in the Airtel Promo. Pay N7,000 processing fee to account 0123456789 to receive cash.",advance_fee
0,"OPay: Acct 012***7713 Debited: N7,000.00 Desc: POS PURCHASE - Kano. Bal: N31,000.00.",bank_alert
0,"Airtel: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"CONGRATULATIONS! Your mobile number won N105,000 in the MTN Promo. Pay N6,000 processing fee to account 0123456789 to receive cash.",advance_fee
1,"Get instant loan of N27,000 directly to your OPay account in 2 minutes! No document needed. Download: bit.ly/ng-loan-97",loan_scam
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,"UBA: Your One Time Password (OTP) is 299647 for transfer of N2,000.00 to BLESSING. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 09016059233 to clear your profile.",banking_phishing
0,"Bro, abeg transfer N1,000 give me. I dey Ibadan like this, money no dey my hand for transport.",personal
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"ALERT: A transaction of N17,000 was attempted on your GTBank app. If not you, click http://firstbank-secure-portal.com to block account.",banking_phishing
0,Guy how far? You go dey online tonight for the match? Make we talk football.,personal
1,"International Oil Company hiring Field Support Staff in Yaba. Earn N350,000 monthly. Send application details via WhatsApp: 09014616794",fake_job
1,"Invest N8,000 and get N27,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,"Bro, abeg transfer N2,000 give me. I dey Surulere like this, money no dey my hand for transport.",personal
0,"GTBank: Credit N12,000.00. Desc: NIP/TRANSFER FROM BLESSING. Bal: N496,000.00.",bank_alert
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"JOB OFFER: Urgently recruiting Admin Officers at Abuja, Lagos. Salary: N180,000/month. Text YES to 08126221320 for interview invitation.",fake_job
1,URGENT: Your GTBank account has been restricted due to unverified BVN. Call 08039014473 immediately to update your details.,banking_phishing
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08133036132 to clear your profile.",banking_phishing
0,"Bro, abeg transfer N5,000 give me. I dey Lekki like this, money no dey my hand for transport.",personal
1,"JOB OFFER: Urgently recruiting Admin Officers at Ibadan, Lagos. Salary: N180,000/month. Text YES to 09032392407 for interview invitation.",fake_job
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08124987963 now.",ponzi
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Credit Alert: N921,000.00 credited to your account from IBRAHIM. Ref: TRX39010592. Call 07036790877 if you did not expect this payment.",fake_alert
1,"Invest N3,000 and get N50,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,DEBT WARNING: BLESSING with phone 09014531574 is a chronic defaulter on QuickLoan. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"Bro, abeg transfer N2,000 give me. I dey Kano like this, money no dey my hand for transport.",personal
1,"Credit Alert: N715,000.00 credited to your account from OLUMIDE. Ref: TRX57609843. Call 08129729451 if you did not expect this payment.",fake_alert
1,DEBT WARNING: CHIOMA with phone 08164207842 is a chronic defaulter on EasyCredit. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"JOB OFFER: Urgently recruiting Admin Officers at Port Harcourt, Lagos. Salary: N180,000/month. Text YES to 08032706875 for interview invitation.",fake_job
0,"Airtel: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,I have arrived at Ibadan. Will call you once the meeting is done.,personal
1,"Get instant loan of N29,000 directly to your Zenith Bank account in 2 minutes! No document needed. Download: bit.ly/ng-loan-78",loan_scam
1,"Invest N7,000 and get N27,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,DEBT WARNING: CHIOMA with phone 08022003258 is a chronic defaulter on LendNG. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08129221426 now.",ponzi
1,URGENT: Your Access Bank account has been restricted due to unverified KYC records. Call 08126661780 immediately to update your details.,banking_phishing
1,"JOB OFFER: Urgently recruiting Admin Officers at Lekki, Lagos. Salary: N180,000/month. Text YES to 07030654885 for interview invitation.",fake_job
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08024654819 now.",ponzi
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08133486497 to clear your profile.",banking_phishing
0,I have arrived at Kano. Will call you once the meeting is done.,personal
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Get instant loan of N31,000 directly to your Fidelity account in 2 minutes! No document needed. Download: bit.ly/ng-loan-11",loan_scam
0,MTN: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
0,9mobile: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,DEBT WARNING: CHIOMA with phone 08126662068 is a chronic defaulter on FastCash. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,URGENT: Your Access Bank account has been restricted due to unverified KYC records. Call 08127523328 immediately to update your details.,banking_phishing
1,URGENT: Your GTBank account has been restricted due to unverified NIN. Call 09016246775 immediately to update your details.,banking_phishing
1,"Credit Alert: N848,000.00 credited to your account from SUNDAY. Ref: TRX60158970. Call 08036356735 if you did not expect this payment.",fake_alert
0,"Bro, abeg transfer N2,000 give me. I dey Port Harcourt like this, money no dey my hand for transport.",personal
0,"Glo: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"Fidelity: Credit N43,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N831,000.00.",bank_alert
1,URGENT: Your PalmPay account has been restricted due to unverified KYC records. Call 09030920331 immediately to update your details.,banking_phishing
1,"International Oil Company hiring Field Support Staff in Ibadan. Earn N350,000 monthly. Send application details via WhatsApp: 09014317350",fake_job
0,"Access Bank: Credit N47,000.00. Desc: NIP/TRANSFER FROM OLUMIDE. Bal: N194,000.00.",bank_alert
0,"FirstBank: Credit N40,000.00. Desc: NIP/TRANSFER FROM SUNDAY. Bal: N202,000.00.",bank_alert
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 09013525853 now.",ponzi
0,"GTBank: Acct 012***9000 Debited: N4,000.00 Desc: POS PURCHASE - Surulere. Bal: N31,000.00.",bank_alert
1,"Invest N7,000 and get N10,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"Central Bank Investment Scheme: N10,000 gives N30,000 in 24 hours. No loss. Call admin on 08124727318 now.",ponzi
1,URGENT: Your UBA account has been restricted due to unverified NIN. Call 08164619816 immediately to update your details.,banking_phishing
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"Bro, abeg transfer N4,000 give me. I dey Abuja like this, money no dey my hand for transport.",personal
1,"Invest N6,000 and get N46,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
1,"International Oil Company hiring Field Support Staff in Abuja. Earn N350,000 monthly. Send application details via WhatsApp: 09014765126",fake_job
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08164801559 to clear your profile.",banking_phishing
1,"Get instant loan of N25,000 directly to your Kuda account in 2 minutes! No document needed. Download: bit.ly/ng-loan-65",loan_scam
1,"Get instant loan of N22,000 directly to your FirstBank account in 2 minutes! No document needed. Download: bit.ly/ng-loan-32",loan_scam
1,"International Oil Company hiring Field Support Staff in Enugu. Earn N350,000 monthly. Send application details via WhatsApp: 07037048601",fake_job
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 07031608388 to clear your profile.",banking_phishing
1,"Dear customer, your BVN has been flagged for fraud. Kindly text your 11-digit BVN and DOB to 08037148765 to clear your profile.",banking_phishing
0,"PalmPay: Your One Time Password (OTP) is 993808 for transfer of N3,000.00 to CHIOMA. Valid for 5 minutes. DO NOT SHARE.",otp
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
1,"International Oil Company hiring Field Support Staff in Yaba. Earn N350,000 monthly. Send application details via WhatsApp: 07033420502",fake_job
1,DEBT WARNING: SUNDAY with phone 08030112493 is a chronic defaulter on LendNG. Pay your debt today to avoid publishing your BVN online.,loan_harassment
0,I have arrived at Enugu. Will call you once the meeting is done.,personal
1,"International Oil Company hiring Field Support Staff in Abuja. Earn N350,000 monthly. Send application details via WhatsApp: 08137479088",fake_job
0,I have arrived at Ibadan. Will call you once the meeting is done.,personal
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
0,"9mobile: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
1,"Invest N9,000 and get N20,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,"PalmPay: Credit N49,000.00. Desc: NIP/TRANSFER FROM KELECHI. Bal: N797,000.00.",bank_alert
1,"JOB OFFER: Urgently recruiting Admin Officers at Abuja, Lagos. Salary: N180,000/month. Text YES to 07037398622 for interview invitation.",fake_job
0,Good morning ma. Please remember to buy bread and sachet water on your way back from work.,personal
1,"Federal Govt Empowerment Fund: You are eligible to receive N50,000 relief grant. Claim your grant here: http://fg-empowerment-ng.site",grant_fraud
0,"MTN: Dear Customer, you have used 80% of your daily data bundle. Dial *323# to buy a top-up.",telco_info
0,I have arrived at Enugu. Will call you once the meeting is done.,personal
1,"JOB OFFER: Urgently recruiting Admin Officers at Kano, Lagos. Salary: N180,000/month. Text YES to 09033007218 for interview invitation.",fake_job
1,"International Oil Company hiring Field Support Staff in Enugu. Earn N350,000 monthly. Send application details via WhatsApp: 07032176979",fake_job
0,Glo: You have successfully activated 1.5GB Data Plan. Valid for 30 days. Dial *312# to check your data balance.,telco_info
1,"International Oil Company hiring Field Support Staff in Abuja. Earn N350,000 monthly. Send application details via WhatsApp: 09038761297",fake_job
1,"Invest N5,000 and get N18,000 in 45 minutes! 100% paying platform guaranteed. Join Telegram: t.me/ng_crypto_doubler",ponzi
0,I have arrived at Enugu. Will call you once the meeting is done.,personal
